ItsTheSituation,0.925,1.0,0.6111111111111112,0
RobbieHunter,0.705,0.85,0.7894736842105263,0
NBCF,0.025,0.95,0.8,0
SarahPalinUSA,0.0,1.0,0.6875,0
NdamukongSuh,0.045,0.9473684210526315,0.45,0
manbearwolf,0.185,0.95,0.6842105263157895,0
geneliad,0.44,0.9,0.7058823529411765,0
amilcarufc,0.0670391061452514,0.824671052631579,0.8181818181818182,0
BoseOfficial,0.175,0.824671052631579,0,0
VoteMarsha,0.355,0.8246710526315791,0,0
Chad_Hurley,0.18,0.8246710526315791,0,0
robbierogers,0.405,0.8571428571428571,0,0
prcavacosilva,0.0,0.75,0.6842105263157895,0
louderjeff,0.28,1.0,0.8947368421052632,0
AndreaBargnani,0.38190954773869346,0.9,0.4444444444444444,0
LilTunechi,0.035,0.95,0.5,0
AdalRamones,0.125,0.8246710526315791,0.16666666666666666,0
JakePeavy_22,0.095,0.8246710526315791,0,0
MuhammadMorsi,0.0,0.8246710526315791,0,0
tinacharles31,0.395,0.8246710526315791,0,0
PIH,0.36,0.8246710526315791,0,0
TrekSegafredo,0.11,0.8246710526315791,0,0
DaveSitek,0.09,0.8246710526315791,0,0
TheRealSimonCho,0.135,0.8246710526315791,0,0
maaskantmartijn,0.4270833333333333,0.8246710526315791,0,0
braziliangirls,0.57,0.8246710526315791,0,0
PressSec,0.555,0.8246710526315791,0,0
MissyElliott,0.48223350253807107,0.8246710526315791,0,0
Rick_Bayless,0.055,0.8246710526315791,0,0
boogiecousins,0.3065326633165829,0.8246710526315791,0,0
charitywater,0.445,0.8246710526315791,0,0
randizuckerberg,0.065,0.8246710526315791,0,0
PSOE,0.26,0.8246710526315791,0,0
operationsmile,0.07,0.8246710526315791,0,0
paul_maholm,0.5226130653266332,0.8246710526315791,0,0
mexicutioner760,0.36683417085427134,0.8246710526315791,0,0
lizstephen,0.2,0.8246710526315791,0,0
RepGusBilirakis,0.165,0.8246710526315791,0,0
KAKA,0.125,0.9,0.3,0
jack_welch,0.20100502512562815,0.9,0.625,0
RoomtoRead,0.07,0.7777777777777778,0.75,0
swissteam,0.415,0.7,0.5789473684210527,0
TheDPate,0.07,1.0,0.8,0
RepBrianHiggins,0.39,0.8246710526315791,0,0
KristinCav,0.11,0.8246710526315791,0,0
chicagotheband,0.47,0.8246710526315791,0,0
RepMikeQuigley,0.06,0.8246710526315791,0,0
kaifulee,0.04,0.8246710526315791,0,0
BradTavares,0.695,0.8246710526315791,0,0
kellanlutz,0.52,0.8246710526315791,0,0
richardbranson,0.005,0.8246710526315791,0,0
IamAmirJohnson,0.2828282828282828,0.8246710526315791,0,0
LalitKModi,0.03,0.8246710526315791,0,0
c11ro,0.06532663316582915,0.8246710526315791,0,0
dantespinetta,0.305,0.8246710526315791,0,0
FrancoDVita,0.21,0.8246710526315791,0,0
MSF_USA,0.255,0.8246710526315791,0,0
UNICEF,0.22,0.8246710526315791,0,0
STEVENCOZZA,0.20603015075376885,0.8246710526315791,0.0,0
JoeLieberman,0.05,0.8246710526315791,0,0
kenghosh,0.135678391959799,0.8246710526315791,0,0
MGuillardMMA,0.0,0.8246710526315791,0,0
rmartinelli,0.21,0.8246710526315791,0,0
stuholden,0.16,0.8246710526315791,0,0
rachaelray,0.015,0.8246710526315791,0,0
CNezzy,0.405,0.8235294117647058,0,0
boniver,0.3,0.85,0.5555555555555556,0
mrvincecarter15,0.46,0.85,0.3333333333333333,0
IlvesToomas,0.65,0.9,0.6666666666666666,0
russellcrowe,0.66,0.7894736842105263,0.25,0
jaymac185,0.04878048780487805,0.8246710526315791,0.3333333333333333,0
Jim_Moran,0.025,0.8246710526315791,0,0
julianobelletti,0.065,0.8246710526315791,0,0
iambigbaby11,0.3,0.8246710526315791,0,0
Joba_44,0.07035175879396985,0.8246710526315791,0,0
GiaMantegna,0.36619718309859156,0.8246710526315791,0,0
carlosvives,0.08,0.8246710526315791,0,0
ThiagoAlvesATT,0.485,0.9473684210526315,0.6842105263157895,0
deespeak,0.245,0.8,0.6666666666666666,0
lassecgen,0.0,0.8,0.45,0
MarcusCooks,0.02,0.9473684210526315,0.5789473684210527,0
jamieoliver,0.215,0.95,0.45,0
marthacoakley,0.225,0.9473684210526315,0.65,0
TomaszDrwal,0.045,0.9,0.55,0
pierre,0.445,0.85,0.6,0
ElizabethHurley,0.195,0.8246710526315791,0.5384615384615384,0
realDonaldTrump,0.13,0.8246710526315791,0,0
BillCassidy,0.12,0.8246710526315791,0,0
DUANEBANGCOM,0.505,0.8246710526315791,0,0
CarlyFiorina,0.04,1.0,0.6923076923076923,0
RepJimMatheson,0.075,1.0,0.8947368421052632,0
itspetergabriel,0.47738693467336685,0.95,0.7,0
peterstetina,0.045,1.0,0.7777777777777778,0
RobLowe,0.445,0.8,0.6875,0
landondonovan,0.14,0.8246710526315791,0,0
iamsrk,0.01,0.8246710526315791,0,0
radiohead,0.06818181818181818,0.8246710526315791,0,0
joejonas,0.43434343434343436,0.8246710526315791,0,0
DrPhilRoe,0.3165829145728643,0.8246710526315791,0,0
Vaughters,0.11,0.8246710526315791,0,0
D_Brown4,0.07575757575757576,0.8246710526315791,0,0
RM_Foundation,0.48,0.8246710526315791,0,0
shahidkapoor,0.05,0.8246710526315791,0,0
LScola4,0.29,0.8246710526315791,0,0
BryanVoltaggio,0.71,0.8246710526315791,0,0
CharlieDavies9,0.25,0.8246710526315791,0,0
RepMcClintock,0.05,0.8246710526315791,0,0
rosariodawson,0.77,0.8246710526315791,0,0
PrimeMinistry,0.0,0.8246710526315791,0,0
AndrewShortMX29,0.01,0.8246710526315791,0,0
CharlizeAfrica,0.31,0.8246710526315791,0,0
